COM,NCOM,NREG,F65-79,F80+,H65-79,H80+,latitude,longitude
39342,Monay,Bourgogne-Franche-Comté,11,5,13.0,5.0,46.838724975,5.59503528853
39343,Monnetay,Bourgogne-Franche-Comté,2,0,2.0,0.0,46.4576810006,5.51067177235
39344,Monnet-la-Ville,Bourgogne-Franche-Comté,38,6,31.0,9.0,46.7245823636,5.81585271352
39345,Monnières,Bourgogne-Franche-Comté,41,22,39.0,8.0,47.1140594899,5.46044213238
39346,Montagna-le-Reconduit,Bourgogne-Franche-Comté,16,2,18.0,4.0,46.4549069839,5.39107165834
39348,Montaigu,Bourgogne-Franche-Comté,49,26,39.0,20.0,46.6535706829,5.57330995671
39349,Montain,Bourgogne-Franche-Comté,52,56,46.0,23.0,46.7209461149,5.57753660512
39350,Montbarrey,Bourgogne-Franche-Comté,34,10,23.0,8.0,47.0202426909,5.63748762259
39351,Montcusel,Bourgogne-Franche-Comté,11,3,12.0,2.0,46.3561612254,5.66451408505
39352,Monteplain,Bourgogne-Franche-Comté,3,0,3.0,0.0,47.1585531374,5.70976407571
39353,Montfleur,Bourgogne-Franche-Comté,11,11,12.0,12.0,46.333233615,5.44582401435
39354,Montholier,Bourgogne-Franche-Comté,28,12,25.0,5.0,46.8945272746,5.63902103167
39355,Montigny-lès-Arsures,Bourgogne-Franche-Comté,35,12,23.0,8.0,46.9378384103,5.77619784355
39356,Montigny-sur-l'Ain,Bourgogne-Franche-Comté,9,10,9.0,5.0,46.7050355286,5.79177737951
39359,Montmarlon,Bourgogne-Franche-Comté,1,1,4.0,0.0,46.87302574,5.96629816097
39360,Montmirey-la-Ville,Bourgogne-Franche-Comté,26,16,25.0,7.0,47.2170742688,5.51651426821
39361,Montmirey-le-Château,Bourgogne-Franche-Comté,13,2,7.0,2.0,47.2299837949,5.53411913027
39362,Montmorot,Bourgogne-Franche-Comté,304,180,252.0,91.0,46.6868843309,5.5196117795
39362,Montmorot,Bourgogne-Franche-Comté,304,180,252.0,91.0,46.6868843309,5.5196117795
39363,Montrevel,Bourgogne-Franche-Comté,9,6,7.0,5.0,46.4260235257,5.49493800211
39364,Montrond,Bourgogne-Franche-Comté,47,15,41.0,10.0,46.7867874524,5.84385490665
39365,Mont-sous-Vaudrey,Bourgogne-Franche-Comté,138,76,102.0,42.0,46.9631076045,5.59448295865
39366,Mont-sur-Monnet,Bourgogne-Franche-Comté,13,8,13.0,6.0,46.7035726549,5.84464264755
39367,Morbier,Bourgogne-Franche-Comté,179,56,159.0,58.0,46.55692328,6.01610878304
39367,Morbier,Bourgogne-Franche-Comté,179,56,159.0,58.0,46.55692328,6.01610878304
39368,Hauts de Bienne,Bourgogne-Franche-Comté,277,187,251.0,81.0,46.5258425381,6.03328656487
39368,Hauts de Bienne,Bourgogne-Franche-Comté,277,187,251.0,81.0,46.5258425381,6.03328656487
39368,Hauts de Bienne,Bourgogne-Franche-Comté,277,187,251.0,81.0,46.5258425381,6.03328656487
39370,Mouchard,Bourgogne-Franche-Comté,74,40,65.0,21.0,46.9775766117,5.78997395755
39370,Mouchard,Bourgogne-Franche-Comté,74,40,65.0,21.0,46.9775766117,5.78997395755
39372,Mournans-Charbonny,Bourgogne-Franche-Comté,7,3,11.0,1.0,46.7768224778,5.99039184457
39373,Les Moussières,Bourgogne-Franche-Comté,19,3,14.0,7.0,46.326906853,5.87285556861
39375,Moutonne,Bourgogne-Franche-Comté,8,5,6.0,4.0,46.5305097539,5.56657538643
39376,Moutoux,Bourgogne-Franche-Comté,5,1,6.0,3.0,46.790683672,5.94357919942
39377,Mutigney,Bourgogne-Franche-Comté,14,5,13.0,4.0,47.2820712472,5.53021636732
39378,Les Trois-Châteaux,Bourgogne-Franche-Comté,72,35,76.0,23.0,46.4197619267,5.34914344308
39378,Les Trois-Châteaux,Bourgogne-Franche-Comté,72,35,76.0,23.0,46.4197619267,5.34914344308
39378,Les Trois-Châteaux,Bourgogne-Franche-Comté,72,35,76.0,23.0,46.4197619267,5.34914344308
39379,Nance,Bourgogne-Franche-Comté,45,21,37.0,11.0,46.7487669868,5.42262133247
39380,Nancuise,Bourgogne-Franche-Comté,6,1,4.0,0.0,46.4735098453,5.52975664064
39381,Les Nans,Bourgogne-Franche-Comté,8,2,15.0,2.0,46.7942578925,5.97354217641
39385,Neublans-Abergement,Bourgogne-Franche-Comté,45,32,42.0,19.0,46.9040741283,5.33914629457
39385,Neublans-Abergement,Bourgogne-Franche-Comté,45,32,42.0,19.0,46.9040741283,5.33914629457
39386,Neuvilley,Bourgogne-Franche-Comté,4,1,7.0,2.0,46.8935992116,5.59976240857
39387,Nevy-lès-Dole,Bourgogne-Franche-Comté,22,6,13.0,2.0,47.0024558065,5.5159174634
39388,Nevy-sur-Seille,Bourgogne-Franche-Comté,28,8,22.0,3.0,46.7343478982,5.64536782346
39389,Ney,Bourgogne-Franche-Comté,42,38,42.0,17.0,46.733302634,5.88549194483
39390,Nogna,Bourgogne-Franche-Comté,16,7,18.0,4.0,46.6029026515,5.64266648514
39391,Nozeroy,Bourgogne-Franche-Comté,47,44,35.0,14.0,46.7701820347,6.03611938375
39392,Offlanges,Bourgogne-Franche-Comté,15,5,12.0,3.0,47.2038465796,5.56005963623
39393,Onglières,Bourgogne-Franche-Comté,1,4,6.0,5.0,46.8028448995,6.00043623502
39394,Onoz,Bourgogne-Franche-Comté,7,4,5.0,1.0,46.4480090992,5.66352512736
39396,Orchamps,Bourgogne-Franche-Comté,56,43,51.0,20.0,47.1540318861,5.66771529859
39397,Orgelet,Bourgogne-Franche-Comté,137,133,139.0,53.0,46.5063359095,5.62225313092
39397,Orgelet,Bourgogne-Franche-Comté,137,133,139.0,53.0,46.5063359095,5.62225313092
39398,Ougney,Bourgogne-Franche-Comté,20,6,18.0,4.0,47.2407071845,5.65989069882
39399,Ounans,Bourgogne-Franche-Comté,28,12,25.0,10.0,46.9901386128,5.66317598705
39400,Our,Bourgogne-Franche-Comté,8,7,7.0,3.0,47.1073810087,5.64890585265
39401,Oussières,Bourgogne-Franche-Comté,13,10,23.0,7.0,46.914654871,5.5977384615
39402,Pagney,Bourgogne-Franche-Comté,21,13,20.0,7.0,47.250391991,5.69969673686
39403,Pagnoz,Bourgogne-Franche-Comté,18,15,18.0,6.0,46.9741968646,5.82590898779
39404,Pannessières,Bourgogne-Franche-Comté,41,15,41.0,12.0,46.6983683105,5.59466589018
39405,Parcey,Bourgogne-Franche-Comté,83,34,89.0,25.0,47.0223001054,5.47952052073
39406,Le Pasquier,Bourgogne-Franche-Comté,21,6,22.0,3.0,46.7980920446,5.89702204167
39407,Passenans,Bourgogne-Franche-Comté,39,19,32.0,7.0,46.8041484132,5.62414168281
39408,Patornay,Bourgogne-Franche-Comté,14,7,10.0,7.0,46.5873552855,5.70873502503
39409,Peintre,Bourgogne-Franche-Comté,12,4,14.0,5.0,47.1980003971,5.47297179075
39411,Perrigny,Bourgogne-Franche-Comté,159,93,122.0,67.0,46.676681519,5.59933078022
39412,Peseux,Bourgogne-Franche-Comté,26,8,26.0,6.0,46.9935199025,5.36641787398
39413,La Pesse,Bourgogne-Franche-Comté,17,8,22.0,7.0,46.286468541,5.85238812673
39415,Petit-Noir,Bourgogne-Franche-Comté,100,42,97.0,41.0,46.9324882884,5.33765918128
39418,Picarreau,Bourgogne-Franche-Comté,12,1,10.0,2.0,46.7547633976,5.7569978699
39419,Pillemoine,Bourgogne-Franche-Comté,6,0,4.0,2.0,46.703904732,5.90805136913
39420,Pimorin,Bourgogne-Franche-Comté,17,6,17.0,5.0,46.4958087462,5.50106506997
39421,Le Pin,Bourgogne-Franche-Comté,23,8,25.0,4.0,46.7080786364,5.56997582613
39422,Plainoiseau,Bourgogne-Franche-Comté,49,10,44.0,11.0,46.7252404633,5.55598412633
39423,Plaisia,Bourgogne-Franche-Comté,4,4,9.0,2.0,46.5243667153,5.63724392564
39424,Les Planches-en-Montagne,Bourgogne-Franche-Comté,13,8,17.0,8.0,46.6636417264,6.00067607182
39424,Les Planches-en-Montagne,Bourgogne-Franche-Comté,13,8,17.0,8.0,46.6636417264,6.00067607182
39425,Les Planches-près-Arbois,Bourgogne-Franche-Comté,10,4,11.0,4.0,46.8806181055,5.80844995624
39426,Plasne,Bourgogne-Franche-Comté,22,17,13.0,13.0,46.7948712678,5.69040057232
39426,Plasne,Bourgogne-Franche-Comté,22,17,13.0,13.0,46.7948712678,5.69040057232
39427,Plénise,Bourgogne-Franche-Comté,5,5,2.0,1.0,46.8151075065,6.0199524043
39428,Plénisette,Bourgogne-Franche-Comté,1,1,0.0,1.0,46.8047324429,6.01569148453
39429,Pleure,Bourgogne-Franche-Comté,45,21,39.0,5.0,46.9155544802,5.46006716297
39430,Plumont,Bourgogne-Franche-Comté,9,1,10.0,0.0,47.1107713275,5.71692693356
39431,Poids-de-Fiole,Bourgogne-Franche-Comté,25,5,25.0,6.0,46.5944604506,5.62239260294
39432,Pointre,Bourgogne-Franche-Comté,6,1,8.0,3.0,47.2219181115,5.49075761084
39434,Poligny,Bourgogne-Franche-Comté,344,285,268.0,106.0,46.8222386118,5.73292565089
39435,Pont-de-Poitte,Bourgogne-Franche-Comté,51,34,50.0,18.0,46.5717848345,5.68822628964
39436,Pont-d'Héry,Bourgogne-Franche-Comté,23,8,34.0,6.0,46.8762807232,5.89928454106
39436,Pont-d'Héry,Bourgogne-Franche-Comté,23,8,34.0,6.0,46.8762807232,5.89928454106
39436,Pont-d'Héry,Bourgogne-Franche-Comté,23,8,34.0,6.0,46.8762807232,5.89928454106
39437,Pont-du-Navoy,Bourgogne-Franche-Comté,23,11,14.0,13.0,46.7317231278,5.78965012447
39439,Port-Lesney,Bourgogne-Franche-Comté,52,24,50.0,9.0,46.9984173967,5.81915102369
39439,Port-Lesney,Bourgogne-Franche-Comté,52,24,50.0,9.0,46.9984173967,5.81915102369
39441,Prémanon,Bourgogne-Franche-Comté,40,19,42.0,16.0,46.4538422377,6.03492977371
39441,Prémanon,Bourgogne-Franche-Comté,40,19,42.0,16.0,46.4538422377,6.03492977371
39441,Prémanon,Bourgogne-Franche-Comté,40,19,42.0,16.0,46.4538422377,6.03492977371
39443,Présilly,Bourgogne-Franche-Comté,20,1,14.0,2.0,46.5577104313,5.58192329042
39444,Pretin,Bourgogne-Franche-Comté,4,1,6.0,1.0,46.9318790423,5.83502005911
39445,Publy,Bourgogne-Franche-Comté,16,14,22.0,5.0,46.6295899553,5.65124745442
39446,Pupillin,Bourgogne-Franche-Comté,24,11,24.0,10.0,46.8763553965,5.75235125424
39447,Quintigny,Bourgogne-Franche-Comté,12,10,19.0,5.0,46.7343660477,5.52473105076
39448,Rahon,Bourgogne-Franche-Comté,56,18,46.0,12.0,46.9938029264,5.47383936755
39449,Rainans,Bourgogne-Franche-Comté,22,6,21.0,4.0,47.1574395405,5.47297750581
39451,Ranchot,Bourgogne-Franche-Comté,29,26,33.0,11.0,47.1593990404,5.71910019081
39452,Rans,Bourgogne-Franche-Comté,29,7,25.0,12.0,47.1379973135,5.71557221033
39453,Ravilloles,Bourgogne-Franche-Comté,34,4,32.0,8.0,46.4339212341,5.80032186037
39454,Recanoz,Bourgogne-Franche-Comté,7,2,8.0,1.0,46.8075358585,5.50670929892
39455,Reithouse,Bourgogne-Franche-Comté,2,1,2.0,4.0,46.5602761319,5.55586322234
39456,Relans,Bourgogne-Franche-Comté,21,6,18.0,5.0,46.7663121226,5.43804546339
39457,Les Repôts,Bourgogne-Franche-Comté,4,2,6.0,1.0,46.6851813053,5.413825352
39458,Revigny,Bourgogne-Franche-Comté,22,4,26.0,4.0,46.627894009,5.60893861007
39460,La Rixouse,Bourgogne-Franche-Comté,12,4,8.0,6.0,46.4680659486,5.87063416847
39461,Rix,Bourgogne-Franche-Comté,9,3,8.0,3.0,46.7622805418,6.05502144561
39462,Rochefort-sur-Nenon,Bourgogne-Franche-Comté,50,56,47.0,33.0,47.1226290709,5.55631642318
39463,Rogna,Bourgogne-Franche-Comté,14,6,14.0,3.0,46.3276553176,5.74438712926
39464,Romain,Bourgogne-Franche-Comté,4,5,6.0,5.0,47.2075786378,5.71828846623
39465,Romange,Bourgogne-Franche-Comté,16,2,15.0,3.0,47.1606289716,5.59427997843
39466,Rosay,Bourgogne-Franche-Comté,8,9,10.0,3.0,46.5343336422,5.45282636433
39467,Rotalier,Bourgogne-Franche-Comté,19,8,18.0,4.0,46.5832064756,5.47700815924
39468,Rothonay,Bourgogne-Franche-Comté,9,5,8.0,7.0,46.515255602,5.52762290044
39469,Rouffange,Bourgogne-Franche-Comté,4,2,5.0,2.0,47.2263565979,5.70867477091
39470,Les Rousses,Bourgogne-Franche-Comté,167,79,162.0,53.0,46.4984696055,6.07006530541
39470,Les Rousses,Bourgogne-Franche-Comté,167,79,162.0,53.0,46.4984696055,6.07006530541
39470,Les Rousses,Bourgogne-Franche-Comté,167,79,162.0,53.0,46.4984696055,6.07006530541
39470,Les Rousses,Bourgogne-Franche-Comté,167,79,162.0,53.0,46.4984696055,6.07006530541
39470,Les Rousses,Bourgogne-Franche-Comté,167,79,162.0,53.0,46.4984696055,6.07006530541
39471,Ruffey-sur-Seille,Bourgogne-Franche-Comté,59,31,57.0,15.0,46.7294818864,5.49587228599
39472,Rye,Bourgogne-Franche-Comté,19,13,22.0,10.0,46.8805291309,5.42595524995
39473,Saffloz,Bourgogne-Franche-Comté,3,5,6.0,2.0,46.6690423566,5.86347690885
39474,Sainte-Agnès,Bourgogne-Franche-Comté,20,10,17.0,7.0,46.6148301302,5.47488282815
39475,Saint-Amour,Bourgogne-Franche-Comté,203,171,176.0,99.0,46.4375471402,5.33561825227
39476,Saint-Aubin,Bourgogne-Franche-Comté,147,91,138.0,47.0,47.0326920185,5.33365017851
39477,Saint-Baraing,Bourgogne-Franche-Comté,19,8,23.0,2.0,46.9866522885,5.43420518172
39478,Saint-Claude,Bourgogne-Franche-Comté,760,619,749.0,285.0,46.408600398,5.87556247635
39478,Saint-Claude,Bourgogne-Franche-Comté,760,619,749.0,285.0,46.408600398,5.87556247635
39478,Saint-Claude,Bourgogne-Franche-Comté,760,619,749.0,285.0,46.408600398,5.87556247635
39478,Saint-Claude,Bourgogne-Franche-Comté,760,619,749.0,285.0,46.408600398,5.87556247635
39478,Saint-Claude,Bourgogne-Franche-Comté,760,619,749.0,285.0,46.408600398,5.87556247635
39478,Saint-Claude,Bourgogne-Franche-Comté,760,619,749.0,285.0,46.408600398,5.87556247635
39479,Saint-Cyr-Montmalin,Bourgogne-Franche-Comté,15,4,20.0,6.0,46.959233635,5.72305044676
39479,Saint-Cyr-Montmalin,Bourgogne-Franche-Comté,15,4,20.0,6.0,46.959233635,5.72305044676
39480,Saint-Didier,Bourgogne-Franche-Comté,26,7,21.0,6.0,46.7082790966,5.51275222992
39481,Saint-Germain-en-Montagne,Bourgogne-Franche-Comté,34,10,26.0,7.0,46.7790941219,5.93796452376
39485,Val Suran,Bourgogne-Franche-Comté,83,77,89.0,44.0,46.3963208,5.4577858737
39486,Saint-Lamain,Bourgogne-Franche-Comté,12,3,14.0,2.0,46.8042039085,5.59805956986
39487,Saint-Laurent-en-Grandvaux,Bourgogne-Franche-Comté,148,94,106.0,53.0,46.5694227071,5.96258087921
39489,Saint-Lothain,Bourgogne-Franche-Comté,27,20,30.0,10.0,46.8280842983,5.63947643961
39490,Saint-Loup,Bourgogne-Franche-Comté,30,8,23.0,6.0,46.9965194373,5.30532053825
39491,Coteaux du Lizon,Bourgogne-Franche-Comté,220,89,199.0,56.0,46.4096809138,5.7860900246
39492,Saint-Maur,Bourgogne-Franche-Comté,23,12,16.0,5.0,46.6068663882,5.5959464108
39493,Saint-Maurice-Crillat,Bourgogne-Franche-Comté,14,13,16.0,10.0,46.5680782643,5.83386083988
39493,Saint-Maurice-Crillat,Bourgogne-Franche-Comté,14,13,16.0,10.0,46.5680782643,5.83386083988
39494,Saint-Pierre,Bourgogne-Franche-Comté,20,12,17.0,3.0,46.5683636515,5.90301429491
39495,Saint-Thiébaud,Bourgogne-Franche-Comté,2,3,2.0,2.0,46.9717927523,5.8808709853
39497,Saizenay,Bourgogne-Franche-Comté,3,2,7.0,2.0,46.9701806797,5.93379044205
39498,Salans,Bourgogne-Franche-Comté,56,11,42.0,6.0,47.1599346715,5.79436100645
39499,Saligney,Bourgogne-Franche-Comté,15,5,18.0,3.0,47.2229745913,5.63681673671
39500,Salins-les-Bains,Bourgogne-Franche-Comté,280,274,249.0,110.0,46.9478351925,5.89762240995
39501,Sampans,Bourgogne-Franche-Comté,73,24,79.0,13.0,47.127381536,5.44517926709
39502,Santans,Bourgogne-Franche-Comté,19,7,31.0,3.0,47.0417658474,5.66601850009
39503,Sapois,Bourgogne-Franche-Comté,30,17,27.0,7.0,46.7473328196,5.94642241824
39504,Sarrogna,Bourgogne-Franche-Comté,17,3,23.0,4.0,46.4739811377,5.61763286818
39504,Sarrogna,Bourgogne-Franche-Comté,17,3,23.0,4.0,46.4739811377,5.61763286818
39504,Sarrogna,Bourgogne-Franche-Comté,17,3,23.0,4.0,46.4739811377,5.61763286818
39504,Sarrogna,Bourgogne-Franche-Comté,17,3,23.0,4.0,46.4739811377,5.61763286818
39505,Saugeot,Bourgogne-Franche-Comté,1,6,6.0,1.0,46.6037434659,5.82427975186
39507,Séligney,Bourgogne-Franche-Comté,8,3,8.0,5.0,46.9441078421,5.54072749866
39508,Sellières,Bourgogne-Franche-Comté,72,60,69.0,24.0,46.8254197035,5.55675238512
39510,Septmoncel les Molunes,Bourgogne-Franche-Comté,51,45,43.0,25.0,46.3731296175,5.9231555329
39511,Sergenaux,Bourgogne-Franche-Comté,6,2,6.0,1.0,46.887689456,5.46257846527
39512,Sergenon,Bourgogne-Franche-Comté,6,2,7.0,0.0,46.9021977763,5.46665354041
39513,Sermange,Bourgogne-Franche-Comté,25,7,15.0,8.0,47.1972336994,5.64802600593
39514,Serre-les-Moulières,Bourgogne-Franche-Comté,6,6,9.0,3.0,47.2058304341,5.61405890901
39517,Sirod,Bourgogne-Franche-Comté,40,17,55.0,16.0,46.7231337184,5.99171836651
39517,Sirod,Bourgogne-Franche-Comté,40,17,55.0,16.0,46.7231337184,5.99171836651
39518,Songeson,Bourgogne-Franche-Comté,5,3,5.0,2.0,46.6469389585,5.83038429289
39519,Soucia,Bourgogne-Franche-Comté,17,4,9.0,5.0,46.5406307782,5.75722120552
39520,Souvans,Bourgogne-Franche-Comté,35,22,38.0,22.0,46.9790356987,5.55350631285
39522,Supt,Bourgogne-Franche-Comté,13,8,10.0,5.0,46.8540902792,5.9817269733
39523,Syam,Bourgogne-Franche-Comté,20,6,23.0,8.0,46.6963307591,5.95140796308
39525,Tassenières,Bourgogne-Franche-Comté,24,12,29.0,10.0,46.9232742265,5.51257337685
39526,Tavaux,Bourgogne-Franche-Comté,311,247,269.0,149.0,47.0377459686,5.40319060267
39527,Taxenne,Bourgogne-Franche-Comté,13,5,17.0,1.0,47.2216655725,5.68668052048
39528,Thervay,Bourgogne-Franche-Comté,32,12,37.0,13.0,47.2404016854,5.609254394
39529,Thésy,Bourgogne-Franche-Comté,5,3,4.0,2.0,46.9050803544,5.92892150176
39530,Thoirette-Coisia,Bourgogne-Franche-Comté,68,30,55.0,19.0,46.2790299356,5.52403173219
39531,Thoiria,Bourgogne-Franche-Comté,13,4,14.0,10.0,46.5197602704,5.74628964258
39532,Thoissia,Bourgogne-Franche-Comté,6,4,5.0,0.0,46.4261882926,5.39554935173
39533,Toulouse-le-Château,Bourgogne-Franche-Comté,19,15,11.0,7.0,46.8222128801,5.58308413365
39534,La Tour-du-Meix,Bourgogne-Franche-Comté,19,5,21.0,4.0,46.5234739504,5.66329877831
39535,Tourmont,Bourgogne-Franche-Comté,37,10,47.0,9.0,46.8662991195,5.66636250629
39537,Trenal,Bourgogne-Franche-Comté,29,13,31.0,4.0,46.6396568445,5.46886995687
39538,Uxelles,Bourgogne-Franche-Comté,4,3,4.0,1.0,46.6023318887,5.79058754069
39539,Vadans,Bourgogne-Franche-Comté,20,9,24.0,10.0,46.9374946134,5.70594512087
39540,Valempoulières,Bourgogne-Franche-Comté,13,8,16.0,4.0,46.8281892664,5.87420654933
39543,Vannoz,Bourgogne-Franche-Comté,18,27,14.0,17.0,46.7732781009,5.91191822689
39545,Le Vaudioux,Bourgogne-Franche-Comté,13,9,11.0,1.0,46.6887181066,5.92823875732
39546,Vaudrey,Bourgogne-Franche-Comté,23,8,25.0,5.0,46.9662782086,5.62672865692
39547,Vaux-lès-Saint-Claude,Bourgogne-Franche-Comté,45,27,43.0,21.0,46.354121477,5.73284459773
39548,Vaux-sur-Poligny,Bourgogne-Franche-Comté,8,1,7.0,4.0,46.8230228356,5.72769447335
39550,Verges,Bourgogne-Franche-Comté,17,5,16.0,4.0,46.6591469123,5.68477020801
39551,Véria,Bourgogne-Franche-Comté,11,4,9.0,0.0,46.4578080563,5.42219614387
39552,Vernantois,Bourgogne-Franche-Comté,28,7,27.0,11.0,46.6270087892,5.57793673726
39553,Le Vernois,Bourgogne-Franche-Comté,33,8,28.0,6.0,46.7320324635,5.59406809872
39554,Vers-en-Montagne,Bourgogne-Franche-Comté,19,4,23.0,4.0,46.8221705965,5.91238852828
39555,Vers-sous-Sellières,Bourgogne-Franche-Comté,10,4,17.0,3.0,46.8243900195,5.52600045116
39556,Vertamboz,Bourgogne-Franche-Comté,7,0,11.0,3.0,46.6012469433,5.7478516954
39557,Vescles,Bourgogne-Franche-Comté,11,12,10.0,9.0,46.3570164509,5.61102870166
39558,Vevy,Bourgogne-Franche-Comté,20,10,22.0,3.0,46.6664465955,5.66350133684
39559,La Vieille-Loye,Bourgogne-Franche-Comté,36,11,36.0,12.0,47.05632725,5.63130626887
39560,Villard-Saint-Sauveur,Bourgogne-Franche-Comté,61,19,69.0,13.0,46.3623029643,5.86316334323
39561,Villards-d'Héria,Bourgogne-Franche-Comté,29,15,23.0,11.0,46.405625846,5.73583236127
39565,Villeneuve-d'Aval,Bourgogne-Franche-Comté,4,4,3.0,2.0,46.9695447398,5.74785928595
39567,Villeneuve-sous-Pymont,Bourgogne-Franche-Comté,36,16,28.0,21.0,46.6949967041,5.55277319697
39568,Villerserine,Bourgogne-Franche-Comté,3,1,8.0,0.0,46.8551002036,5.63948186279
39569,Villers-Farlay,Bourgogne-Franche-Comté,35,13,40.0,7.0,46.9938950841,5.75983191768
39570,Villers-les-Bois,Bourgogne-Franche-Comté,15,8,14.0,4.0,46.9258758572,5.56896755251
39570,Villers-les-Bois,Bourgogne-Franche-Comté,15,8,14.0,4.0,46.9258758572,5.56896755251
39571,Villers-Robert,Bourgogne-Franche-Comté,15,5,19.0,5.0,46.967058004,5.5201774249
39572,Villette-lès-Arbois,Bourgogne-Franche-Comté,41,12,31.0,14.0,46.9336037574,5.74365046163
39573,Villette-lès-Dole,Bourgogne-Franche-Comté,72,24,63.0,17.0,47.0447105798,5.49409739566
39574,Villevieux,Bourgogne-Franche-Comté,66,30,63.0,14.0,46.7279455221,5.44793336275
39575,Le Villey,Bourgogne-Franche-Comté,11,5,8.0,2.0,46.8482451972,5.507416249
39576,Val-Sonnette,Bourgogne-Franche-Comté,78,27,82.0,17.0,46.606775751,5.46350720419
39577,Vincent-Froideville,Bourgogne-Franche-Comté,26,8,18.0,6.0,46.787754383,5.48243275672
39577,Vincent-Froideville,Bourgogne-Franche-Comté,26,8,18.0,6.0,46.787754383,5.48243275672
39579,Viry,Bourgogne-Franche-Comté,64,27,57.0,20.0,46.2973592921,5.73090207526
39581,Vitreux,Bourgogne-Franche-Comté,15,1,19.0,12.0,47.2539408578,5.67565099235
39582,Voiteur,Bourgogne-Franche-Comté,97,59,71.0,25.0,46.743219074,5.60355195147
39583,Vosbles-Valfin,Bourgogne-Franche-Comté,15,12,24.0,9.0,46.330813164,5.52161214243
39584,Vriange,Bourgogne-Franche-Comté,10,5,13.0,3.0,47.1836632309,5.58403876359
39585,Vulvoz,Bourgogne-Franche-Comté,0,1,0.0,0.0,46.321205129,5.78533983995
39586,Aresches,Bourgogne-Franche-Comté,3,4,5.0,0.0,46.8933326292,5.91985610861
40001,Aire-sur-l'Adour,Nouvelle Aquitaine,685,381,534.0,228.0,43.6983525736,-0.265145513574
40002,Amou,Nouvelle Aquitaine,166,137,129.0,70.0,43.5938659835,-0.743678079626
40003,Angoumé,Nouvelle Aquitaine,19,5,21.0,4.0,43.7003558941,-1.14195857021
40004,Angresse,Nouvelle Aquitaine,166,54,146.0,35.0,43.6586092575,-1.36340493112
40005,Arboucave,Nouvelle Aquitaine,16,6,16.0,6.0,43.6059261585,-0.44174435794
40006,Arengosse,Nouvelle Aquitaine,88,35,76.0,31.0,44.0337772733,-0.787351703043
40007,Argelos,Nouvelle Aquitaine,12,12,17.0,4.0,43.581369897,-0.62145285271
40008,Argelouse,Nouvelle Aquitaine,14,0,16.0,2.0,44.3719794818,-0.63279226034
40011,Arsague,Nouvelle Aquitaine,29,18,22.0,12.0,43.5819217189,-0.789693590118
40012,Artassenx,Nouvelle Aquitaine,28,7,31.0,3.0,43.8455800178,-0.395744020774
40013,Arthez-d'Armagnac,Nouvelle Aquitaine,4,1,10.0,0.0,43.8904301026,-0.247231913663
40014,Arue,Nouvelle Aquitaine,25,14,28.0,15.0,44.057804998,-0.355246482767
40015,Arx,Nouvelle Aquitaine,12,3,11.0,3.0,44.1125173381,0.0861919778242
40016,Aubagnan,Nouvelle Aquitaine,13,10,15.0,10.0,43.66506931,-0.496132903423
40017,Audignon,Nouvelle Aquitaine,18,19,33.0,14.0,43.7229002763,-0.591261477363
40018,Audon,Nouvelle Aquitaine,25,14,27.0,4.0,43.7994823596,-0.824876470862
40019,Aureilhan,Nouvelle Aquitaine,123,37,129.0,21.0,44.2117478981,-1.1894638558
40020,Aurice,Nouvelle Aquitaine,45,26,58.0,12.0,43.8029933289,-0.598930696866
40021,Azur,Nouvelle Aquitaine,70,23,74.0,15.0,43.798488604,-1.29632205852
40022,Bahus-Soubiran,Nouvelle Aquitaine,38,14,32.0,9.0,43.6728345213,-0.345658334641
40023,Baigts,Nouvelle Aquitaine,41,15,34.0,11.0,43.6872175637,-0.792579105468
40024,Banos,Nouvelle Aquitaine,19,10,14.0,7.0,43.7306552333,-0.621226009645
40025,Bascons,Nouvelle Aquitaine,69,31,71.0,22.0,43.8308003292,-0.424817437129
40026,Bas-Mauco,Nouvelle Aquitaine,28,11,20.0,9.0,43.794054808,-0.555863442222
40027,Bassercles,Nouvelle Aquitaine,9,9,12.0,5.0,43.559004732,-0.610454626162
40028,Bastennes,Nouvelle Aquitaine,25,13,24.0,12.0,43.6499735416,-0.777407464729
40029,Bats,Nouvelle Aquitaine,20,9,19.0,3.0,43.6533852455,-0.463880939052
40030,Baudignan,Nouvelle Aquitaine,4,2,2.0,4.0,44.0882703511,0.0392870669549
40031,Bégaar,Nouvelle Aquitaine,95,50,82.0,32.0,43.829501653,-0.85600618412
40032,Belhade,Nouvelle Aquitaine,14,9,15.0,3.0,44.3726485881,-0.685242323003
40033,Bélis,Nouvelle Aquitaine,13,7,17.0,7.0,44.0621942076,-0.467336759192
40034,Bélus,Nouvelle Aquitaine,33,25,42.0,12.0,43.5927734459,-1.11715221654
40035,Bénesse-lès-Dax,Nouvelle Aquitaine,49,18,46.0,13.0,43.6437620659,-1.03880590528
40036,Bénesse-Maremne,Nouvelle Aquitaine,217,86,213.0,54.0,43.6346135825,-1.36478553572
40037,Benquet,Nouvelle Aquitaine,151,46,149.0,35.0,43.8221288864,-0.507091491966
40038,Bergouey,Nouvelle Aquitaine,17,5,18.0,6.0,43.6679426448,-0.722927453879
40039,Betbezer-d'Armagnac,Nouvelle Aquitaine,12,12,10.0,10.0,43.9759245125,-0.165215093559
